name,value,year,lastValue,rank
ZRX,484.224990,2018.03,653.538916,33
WTC,481.805447,2018.05,249.681419,73
XZC,478.845129,2018.01,135.569400,68
BCD,474.925773,2018.06,851.504481,44
LSK,473.135045,2018.08,633.100685,30
BTG,472.382570,2018.11,439.824841,27
NEO,469.944267,2019.02,524.970059,18
ZEC,468.653272,2017.07,347.760761,14
PPT,468.182349,2018.06,887.989334,59
XEM,466.461900,2017.05,144.774000,11
ETC,465.234261,2019.03,432.377777,19
DGD,462.470000,2018.04,986.588000,97
BCN,461.103543,2018.08,659.778819,40
KNC,459.066473,2018.01,144.565538,71
ONT,458.397136,2018.09,363.087603,16
KNC,458.068525,2018.02,459.066473,76
XLM,457.952496,2017.11,215.012278,8
POWR,455.615060,2018.01,246.483222,69
BCN,454.912535,2018.09,461.103543,40
OMG,454.904181,2018.11,499.318496,29
ZIL,454.461304,2018.08,566.563949,32
KMD,454.272259,2018.02,1083.184509,42
